fp.3.Luci_03G08.ctg.ctg7180000034479 fp.2.Luci_02H12.ctg.ctg7180000019811
fp.3.Luci_04F06.ctg.ctg7180000223477 fp.2.Luci_02H12.ctg.ctg7180000019936
fp.3.Luci_05A11.ctg.jtg7180000097411f_7180000065315r_7180000100615f_7180000100616f fp.2.Luci_02H12.ctg.ctg7180000019936
fp.3.Luci_52F07.ctg.jtg7180000835922f_7180000839088f fp.2.Luci_02H12.ctg.ctg7180000019936
fp.3.Luci_05A01.ctg.ctg7180000082123 fp.2.Luci_02H12.ctg.ctg7180000019804
fp.3.Luci_03H02.ctg.ctg7180000029583 fp.2.Luci_02H12.ctg.ctg7180000020141
fp.3.Luci_09H03.ctg.ctg7180000115343 fp.2.Luci_02H12.ctg.ctg7180000020495
fp.3.Luci_05A02.ctg.ctg7180000104143 fp.2.Luci_02H12.ctg.ctg7180000019730
fp.3.Luci_04H09.ctg.ctg7180000147070 fp.2.Luci_02H12.ctg.ctg7180000019730
fp.3.Luci_11C10.ctg.ctg7180000336833 fp.2.Luci_02H12.ctg.ctg7180000020171
fp.3.Luci_05G02.ctg.ctg7180000089383 fp.2.Luci_02H12.ctg.ctg7180000019936
fp.3.Luci_04F07.ctg.jtg7180000255121f_7180000252714f fp.2.Luci_02H12.ctg.ctg7180000019668
fp.3.Luci_52B05.ctg.ctg7180000432251 fp.2.Luci_02H12.ctg.ctg7180000019952
fp.3.Luci_18G02.ctg.ctg7180000244113 fp.2.Luci_02H12.ctg.ctg7180000019711
fp.3.Luci_20H09.ctg.ctg7180000391959 fp.2.Luci_02H12.ctg.ctg7180000020513
fp.3.Luci_05E01.ctg.ctg7180000041740 fp.2.Luci_02H12.ctg.ctg7180000020299
fp.3.Luci_04E08.ctg.ctg7180000043248 fp.2.Luci_02H12.ctg.ctg7180000019936
fp.3.Luci_01G07.ctg.ctg7180000088021 fp.2.Luci_02H12.ctg.ctg7180000019952
fp.3.Luci_03G11.ctg.ctg7180000018624 fp.2.Luci_02H12.ctg.ctg7180000019936
fp.3.Luci_05D04.ctg.jtg7180000115124f_7180000117165f_7180000117166f fp.2.Luci_02H12.ctg.ctg7180000019936
fp.3.Luci_03H09.ctg.ctg7180000167681 fp.2.Luci_02H12.ctg.ctg7180000020356
fp.3.Luci_04E06.ctg.ctg7180000047654 fp.2.Luci_02H12.ctg.ctg7180000019668
fp.2.Luci_18H01.ctg.ctg7180000191490 fp.2.Luci_02H12.ctg.ctg7180000019634
fp.3.Luci_01C05.ctg.ctg7180000070318 fp.2.Luci_02H12.ctg.ctg7180000019936
fp.3.Luci_01B05.ctg.ctg7180000072012 fp.2.Luci_02H12.ctg.ctg7180000020486
fp.3.Luci_01G10.ctg.ctg7180000126807 fp.2.Luci_02H12.ctg.ctg7180000019686
fp.3.Luci_05C03.ctg.ctg7180000093608 fp.2.Luci_02H12.ctg.ctg7180000020299
fp.3.Luci_01H10.ctg.ctg7180000216612 fp.2.Luci_02H12.ctg.ctg7180000019686
fp.3.Luci_02H10.ctg.ctg7180000051612 fp.2.Luci_02H12.ctg.ctg7180000020264
fp.3.Luci_09A11.ctg.jtg7180000093747f_7180000070774f_7180000067333r fp.2.Luci_02H12.ctg.ctg7180000019952
fp.3.Luci_52B07.ctg.ctg7180000642936 fp.2.Luci_02H12.ctg.ctg7180000019686
fp.3.Luci_13H01.ctg.ctg7180000143232 fp.2.Luci_02H12.ctg.ctg7180000019668
fp.3.Luci_18G02.ctg.ctg7180000244244 fp.2.Luci_02H12.ctg.ctg7180000019711
fp.3.Luci_51F02.ctg.jtg7180001429347f_7180000800742r_7180001432082f fp.2.Luci_02H12.ctg.ctg7180000019925
fp.3.Luci_12D05.ctg.ctg7180000118280 fp.2.Luci_02H12.ctg.ctg7180000020577
fp.3.Luci_05H01.ctg.ctg7180000078426 fp.2.Luci_02H12.ctg.ctg7180000020031
fp.3.Luci_05E05.ctg.ctg7180000024963 fp.2.Luci_02H12.ctg.ctg7180000019668
fp.3.Luci_20B09.ctg.ctg7180000212742 fp.2.Luci_02H12.ctg.ctg7180000020495
fp.3.Luci_52A06.ctg.ctg7180000350495 fp.2.Luci_02H12.ctg.ctg7180000020265
fp.3.Luci_17E05.ctg.ctg7180000102348 fp.2.Luci_02H12.ctg.ctg7180000019668
fp.3.Luci_01G05.ctg.ctg7180000087284 fp.2.Luci_02H12.ctg.ctg7180000019799
fp.3.Luci_02H10.ctg.ctg7180000052537 fp.2.Luci_02H12.ctg.ctg7180000020031
fp.3.Luci_02A08.ctg.ctg7180000082232 fp.2.Luci_02H12.ctg.ctg7180000019952
fp.3.Luci_05B03.ctg.ctg7180000020926 fp.2.Luci_02H12.ctg.ctg7180000019799
fp.3.Luci_03A01.ctg.ctg7180000024992 fp.2.Luci_02H12.ctg.ctg7180000019685
fp.3.Luci_03G07.ctg.ctg7180000019261 fp.2.Luci_02H12.ctg.ctg7180000019685
fp.3.Luci_05A08.ctg.ctg7180000094940 fp.2.Luci_02H12.ctg.ctg7180000020031
fp.3.Luci_02H10.ctg.ctg7180000038531 fp.2.Luci_02H12.ctg.ctg7180000020486
fp.3.Luci_16D03.ctg.ctg7180000326392 fp.2.Luci_02H12.ctg.ctg7180000019828
fp.3.Luci_21E12.ctg.ctg7180000260583 fp.2.Luci_02H12.ctg.ctg7180000019952
fp.2.Luci_81C04.ctg.ctg7180000234550 fp.2.Luci_02H12.ctg.ctg7180000019952
fp.3.Luci_01C03.ctg.ctg7180000068453 fp.2.Luci_02H12.ctg.ctg7180000020486
fp.3.Luci_02F07.ctg.ctg7180000045070 fp.2.Luci_02H12.ctg.ctg7180000020288
fp.3.Luci_12E11.ctg.ctg7180000153110 fp.2.Luci_02H12.ctg.ctg7180000019757
fp.3.Luci_05H03.ctg.ctg7180000074327 fp.2.Luci_02H12.ctg.ctg7180000019828
fp.3.Luci_02A05.ctg.ctg7180000034896 fp.2.Luci_02H12.ctg.ctg7180000019804
fp.3.Luci_05C12.ctg.ctg7180000093572 fp.2.Luci_02H12.ctg.ctg7180000020288
fp.3.Luci_02F01.ctg.jtg7180000033199r_7180000040560f fp.2.Luci_02H12.ctg.ctg7180000019685
fp.3.Luci_02C05.ctg.ctg7180000060297 fp.2.Luci_02H12.ctg.ctg7180000020363
fp.3.Luci_12D12.ctg.ctg7180000174251 fp.2.Luci_02H12.ctg.ctg7180000020486
fp.3.Luci_11G10.ctg.ctg7180000228155 fp.2.Luci_02H12.ctg.ctg7180000020001
fp.3.Luci_02G08.ctg.ctg7180000042201 fp.2.Luci_02H12.ctg.ctg7180000019828
fp.3.Luci_10H05.ctg.ctg7180000147181 fp.2.Luci_02H12.ctg.ctg7180000020486
fp.3.Luci_20H12.ctg.ctg7180000227048 fp.2.Luci_02H12.ctg.ctg7180000019799
fp.3.Luci_14G01.ctg.ctg7180000113709 fp.2.Luci_02H12.ctg.ctg7180000020486
fp.3.Luci_04E07.ctg.ctg7180000047900 fp.2.Luci_02H12.ctg.ctg7180000020486
fp.3.Luci_01A03.ctg.ctg7180000699037 fp.2.Luci_02H12.ctg.ctg7180000020577
fp.3.Luci_05D08.ctg.ctg7180000188877 fp.2.Luci_02H12.ctg.ctg7180000019685
fp.3.Luci_18A08.ctg.jtg7180000176753f_7180000182776f fp.2.Luci_02H12.ctg.ctg7180000020495
fp.3.Luci_23D01.ctg.ctg7180000358369 fp.2.Luci_02H12.ctg.ctg7180000019686
fp.3.Luci_03G10.ctg.ctg7180000033659 fp.2.Luci_02H12.ctg.ctg7180000019828
fp.3.Luci_03D08.ctg.ctg7180000027352 fp.2.Luci_02H12.ctg.ctg7180000019952
fp.3.Luci_03C09.ctg.ctg7180000054520 fp.2.Luci_02H12.ctg.ctg7180000019804
fp.3.Luci_02H06.ctg.ctg7180000101955 fp.2.Luci_02H12.ctg.ctg7180000020126
fp.3.Luci_01G01.ctg.ctg7180000046631 fp.2.Luci_02H12.ctg.ctg7180000020126
fp.3.Luci_04H05.ctg.jtg7180000118941r_7180000162882f fp.2.Luci_02H12.ctg.ctg7180000019730
fp.3.Luci_01F10.ctg.ctg7180000021225 fp.2.Luci_02H12.ctg.ctg7180000020356
fp.3.Luci_61K04.ctg.ctg7180000738746 fp.2.Luci_02H12.ctg.ctg7180000019921
fp.3.Luci_09A11.ctg.jtg7180000093747f_7180000070774f_7180000067333r fp.2.Luci_02H12.ctg.ctg7180000019828
fp.3.Luci_02F05.ctg.ctg7180000054834 fp.2.Luci_02H12.ctg.ctg7180000019879
fp.3.Luci_15C10.ctg.ctg7180000220763 fp.2.Luci_02H12.ctg.ctg7180000020363
fp.3.Luci_19B12.ctg.ctg7180000350698 fp.2.Luci_02H12.ctg.ctg7180000020215
fp.3.Luci_23D06.ctg.ctg7180000140721 fp.2.Luci_02H12.ctg.ctg7180000019936
fp.3.Luci_06B08.ctg.ctg7180000030264 fp.2.Luci_02H12.ctg.ctg7180000019686
fp.3.Luci_02B01.ctg.ctg7180000027343 fp.2.Luci_02H12.ctg.ctg7180000019668
fp.3.Luci_01G03.ctg.ctg7180000066985 fp.2.Luci_02H12.ctg.ctg7180000020577
fp.3.Luci_14D02.ctg.ctg7180000091472 fp.2.Luci_02H12.ctg.ctg7180000019828
fp.2.Luci_18F03.ctg.ctg7180000185405 fp.2.Luci_02H12.ctg.ctg7180000020299
fp.3.Luci_01A12.ctg.ctg7180000029491 fp.2.Luci_02H12.ctg.ctg7180000020486
fp.3.Luci_20G08.ctg.ctg7180000238722 fp.2.Luci_02H12.ctg.ctg7180000020126
fp.3.Luci_01F05.ctg.ctg7180000225727 fp.2.Luci_02H12.ctg.ctg7180000019685
fp.3.Luci_04F08.ctg.ctg7180000179599 fp.2.Luci_02H12.ctg.ctg7180000019685
fp.3.Luci_01B07.ctg.ctg7180000202858 fp.2.Luci_02H12.ctg.ctg7180000019685
fp.3.Luci_03D11.ctg.ctg7180000065865 fp.2.Luci_02H12.ctg.ctg7180000019668
fp.3.Luci_23C04.ctg.ctg7180000159231 fp.2.Luci_02H12.ctg.ctg7180000019685
fp.3.Luci_03F09.ctg.ctg7180000012487 fp.2.Luci_02H12.ctg.ctg7180000019936
fp.3.Luci_05A05.ctg.ctg7180000118241 fp.2.Luci_02H12.ctg.ctg7180000020577
fp.3.Luci_10A01.ctg.ctg7180000213953 fp.2.Luci_02H12.ctg.ctg7180000019936
fp.2.Luci_18H01.ctg.jtg7180000193043f_7180000193044f fp.2.Luci_02H12.ctg.ctg7180000020031
fp.3.Luci_05C10.ctg.jtg7180000076232f_7180000076233f fp.2.Luci_02H12.ctg.ctg7180000020141
fp.3.Luci_03E08.ctg.ctg7180000042685 fp.2.Luci_02H12.ctg.ctg7180000019936
fp.3.Luci_04A04.ctg.ctg7180000118443 fp.2.Luci_02H12.ctg.ctg7180000019730
fp.3.Luci_05H08.ctg.ctg7180000048521 fp.2.Luci_02H12.ctg.ctg7180000019952
fp.3.Luci_04H08.ctg.ctg7180000106997 fp.2.Luci_02H12.ctg.ctg7180000019685
fp.3.Luci_01H12.ctg.ctg7180000027794 fp.2.Luci_02H12.ctg.ctg7180000020288
fp.3.Luci_62K03.ctg.ctg7180000273975 fp.2.Luci_02H12.ctg.ctg7180000020181
fp.3.Luci_81D07.ctg.ctg7180000066498 fp.2.Luci_02H12.ctg.ctg7180000020299
fp.3.Luci_03F09.ctg.ctg7180000012307 fp.2.Luci_02H12.ctg.ctg7180000020264
fp.3.Luci_01F09.ctg.ctg7180000030779 fp.2.Luci_02H12.ctg.ctg7180000019686
fp.3.Luci_16A11.ctg.ctg7180000115400 fp.2.Luci_02H12.ctg.ctg7180000020126
fp.3.Luci_05C10.ctg.jtg7180000075015f_7180000077184f fp.2.Luci_02H12.ctg.ctg7180000019952
fp.3.Luci_05A11.ctg.ctg7180000100482 fp.2.Luci_02H12.ctg.ctg7180000019686
fp.3.Luci_05C08.ctg.ctg7180000052423 fp.2.Luci_02H12.ctg.ctg7180000020288
fp.3.Luci_22H09.ctg.ctg7180000307421 fp.2.Luci_02H12.ctg.ctg7180000019879
fp.3.Luci_05C09.ctg.ctg7180000102224 fp.2.Luci_02H12.ctg.ctg7180000019686
fp.2.Luci_18G05.ctg.ctg7180000247134 fp.2.Luci_02H12.ctg.ctg7180000020495
fp.3.Luci_05C06.ctg.ctg7180000098724 fp.2.Luci_02H12.ctg.ctg7180000020031
fp.3.Luci_02B03.ctg.ctg7180000133195 fp.2.Luci_02H12.ctg.ctg7180000019804
fp.3.Luci_04E08.ctg.ctg7180000044910 fp.2.Luci_02H12.ctg.ctg7180000019668
fp.3.Luci_14E06.ctg.ctg7180000210920 fp.2.Luci_02H12.ctg.ctg7180000020510
fp.3.Luci_10E11.ctg.ctg7180000199263 fp.2.Luci_02H12.ctg.ctg7180000020495
fp.3.Luci_09H03.ctg.ctg7180000115343 fp.2.Luci_02H12.ctg.ctg7180000020288
fp.3.Luci_12G07.ctg.jtg7180000171504f_7180000167576r fp.2.Luci_02H12.ctg.ctg7180000020290
fp.3.Luci_05D10.ctg.ctg7180000085699 fp.2.Luci_02H12.ctg.ctg7180000019668
fp.3.Luci_01C04.ctg.ctg7180004989422 fp.2.Luci_02H12.ctg.ctg7180000019952
fp.3.Luci_04H08.ctg.ctg7180000102857 fp.2.Luci_02H12.ctg.ctg7180000020288
fp.3.Luci_01H10.ctg.ctg7180000216863 fp.2.Luci_02H12.ctg.ctg7180000019936
fp.3.Luci_07H01.ctg.ctg7180000107198 fp.2.Luci_02H12.ctg.ctg7180000019925
fp.3.Luci_04A04.ctg.ctg7180000075265 fp.2.Luci_02H12.ctg.ctg7180000019936
fp.3.Luci_13A04.ctg.jtg7180000167909r_7180000203647f fp.2.Luci_02H12.ctg.ctg7180000019815
fp.3.Luci_05H10.ctg.ctg7180000107653 fp.2.Luci_02H12.ctg.ctg7180000020031
fp.3.Luci_01F09.ctg.ctg7180000042089 fp.2.Luci_02H12.ctg.ctg7180000019804
fp.3.Luci_16A02.ctg.jtg7180000300791f_7180000300792f fp.2.Luci_02H12.ctg.ctg7180000020299
fp.3.Luci_09B03.ctg.ctg7180000106672 fp.2.Luci_02H12.ctg.ctg7180000019799
fp.3.Luci_01H09.ctg.ctg7180000077843 fp.2.Luci_02H12.ctg.ctg7180000020264
fp.3.Luci_06A09.ctg.ctg7180000080361 fp.2.Luci_02H12.ctg.ctg7180000020264
fp.3.Luci_04G07.ctg.ctg7180000181437 fp.2.Luci_02H12.ctg.ctg7180000019952
fp.3.Luci_01D04.ctg.ctg7180000694940 fp.2.Luci_02H12.ctg.ctg7180000019685
fp.3.Luci_02E12.ctg.ctg7180000031429 fp.2.Luci_02H12.ctg.ctg7180000020288
fp.3.Luci_01G09.ctg.ctg7180000121470 fp.2.Luci_02H12.ctg.ctg7180000020299
fp.3.Luci_03E11.ctg.ctg7180000015415 fp.2.Luci_02H12.ctg.ctg7180000019730
fp.3.Luci_01D05.ctg.ctg7180000045739 fp.2.Luci_02H12.ctg.ctg7180000020486
fp.3.Luci_04A11.ctg.ctg7180000121354 fp.2.Luci_02H12.ctg.ctg7180000019936
fp.3.Luci_01F09.ctg.ctg7180000030417 fp.2.Luci_02H12.ctg.ctg7180000019686
fp.3.Luci_14H03.ctg.ctg7180000155270 fp.2.Luci_02H12.ctg.ctg7180000019868
fp.3.Luci_02A07.ctg.ctg7180000030340 fp.2.Luci_02H12.ctg.ctg7180000019804
fp.3.Luci_03F01.ctg.ctg7180000021048 fp.2.Luci_02H12.ctg.ctg7180000020577
fp.3.Luci_04F02.ctg.jtg7180000202370r_7180000265651f fp.2.Luci_02H12.ctg.ctg7180000020264
fp.3.Luci_12D10.ctg.ctg7180000087735 fp.2.Luci_02H12.ctg.ctg7180000019828
fp.3.Luci_04G01.ctg.jtg7180000110029r_7180000112072r fp.2.Luci_02H12.ctg.ctg7180000019668
fp.3.Luci_16H08.ctg.ctg7180000228062 fp.2.Luci_02H12.ctg.ctg7180000020031
fp.3.Luci_02B06.ctg.ctg7180000053394 fp.2.Luci_02H12.ctg.ctg7180000020356
fp.3.Luci_02F05.ctg.ctg7180000055221 fp.2.Luci_02H12.ctg.ctg7180000019952
fp.3.Luci_03G11.ctg.ctg7180000014562 fp.2.Luci_02H12.ctg.ctg7180000019668
fp.3.Luci_01D10.ctg.ctg7180000189279 fp.2.Luci_02H12.ctg.ctg7180000019804
fp.3.Luci_01G02.ctg.ctg7180000028508 fp.2.Luci_02H12.ctg.ctg7180000019804
fp.3.Luci_18B09.ctg.ctg7180000204413 fp.2.Luci_02H12.ctg.ctg7180000020001
fp.3.Luci_02H06.ctg.ctg7180000104797 fp.2.Luci_02H12.ctg.ctg7180000020264
fp.3.Luci_05G05.ctg.ctg7180000105596 fp.2.Luci_02H12.ctg.ctg7180000020486
fp.3.Luci_03G05.ctg.ctg7180000027036 fp.2.Luci_02H12.ctg.ctg7180000020495
fp.3.Luci_09A07.ctg.ctg7180000111351 fp.2.Luci_02H12.ctg.ctg7180000020126
fp.3.Luci_07B10.ctg.ctg7180000127646 fp.2.Luci_02H12.ctg.ctg7180000019668
fp.3.Luci_09H02.ctg.ctg7180000153733 fp.2.Luci_02H12.ctg.ctg7180000020171
fp.3.Luci_04F08.ctg.ctg7180000176529 fp.2.Luci_02H12.ctg.ctg7180000019685
fp.3.Luci_06B01.ctg.ctg7180000066720 fp.2.Luci_02H12.ctg.ctg7180000019936
fp.3.Luci_06A04.ctg.ctg7180000059451 fp.2.Luci_02H12.ctg.ctg7180000019686
fp.3.Luci_03D03.ctg.ctg7180000089727 fp.2.Luci_02H12.ctg.ctg7180000019668
fp.3.Luci_51D06.ctg.ctg7180000483123 fp.2.Luci_02H12.ctg.ctg7180000019952
fp.3.Luci_01B07.ctg.ctg7180000202472 fp.2.Luci_02H12.ctg.ctg7180000019685
fp.3.Luci_02D04.ctg.ctg7180000113743 fp.2.Luci_02H12.ctg.ctg7180000019668
fp.3.Luci_02H06.ctg.ctg7180000105118 fp.2.Luci_02H12.ctg.ctg7180000019942
fp.3.Luci_52H02.ctg.ctg7180000738395 fp.2.Luci_02H12.ctg.ctg7180000019936
fp.3.Luci_15E08.ctg.ctg7180000354217 fp.2.Luci_02H12.ctg.ctg7180000019952
fp.3.Luci_06B08.ctg.ctg7180000030925 fp.2.Luci_02H12.ctg.ctg7180000020486
fp.3.Luci_05F07.ctg.ctg7180000061894 fp.2.Luci_02H12.ctg.ctg7180000020171
fp.3.Luci_18A06.ctg.ctg7180000166643 fp.2.Luci_02H12.ctg.ctg7180000019936
fp.3.Luci_15G02.ctg.jtg7180000273199f_7180000275750f fp.2.Luci_02H12.ctg.ctg7180000019685
fp.3.Luci_05B11.ctg.ctg7180000067564 fp.2.Luci_02H12.ctg.ctg7180000020577
fp.3.Luci_02G07.ctg.ctg7180000049760 fp.2.Luci_02H12.ctg.ctg7180000019952
fp.3.Luci_01C09.ctg.ctg7180000301459 fp.2.Luci_02H12.ctg.ctg7180000020288
fp.3.Luci_03A10.ctg.ctg7180000027688 fp.2.Luci_02H12.ctg.ctg7180000019685
fp.3.Luci_81C08.ctg.ctg7180000297818 fp.2.Luci_02H12.ctg.ctg7180000019804
fp.3.Luci_03H06.ctg.ctg7180000031761 fp.2.Luci_02H12.ctg.ctg7180000019685
fp.3.Luci_15B07.ctg.ctg7180000514969 fp.2.Luci_02H12.ctg.ctg7180000020495
fp.3.Luci_06B05.ctg.ctg7180000050940 fp.2.Luci_02H12.ctg.ctg7180000019828
fp.3.Luci_20A12.ctg.ctg7180000281756 fp.2.Luci_02H12.ctg.ctg7180000020577
fp.3.Luci_01B11.ctg.ctg7180000027263 fp.2.Luci_02H12.ctg.ctg7180000020363
fp.3.Luci_81B08.ctg.ctg7180000082806 fp.2.Luci_02H12.ctg.ctg7180000019952
fp.3.Luci_21H11.ctg.ctg7180000223164 fp.2.Luci_02H12.ctg.ctg7180000020288
fp.3.Luci_06A08.ctg.ctg7180000047471 fp.2.Luci_02H12.ctg.ctg7180000019685
fp.3.Luci_05D02.ctg.ctg7180000097125 fp.2.Luci_02H12.ctg.ctg7180000019685
fp.3.Luci_05B05.ctg.ctg7180000109866 fp.2.Luci_02H12.ctg.ctg7180000020031
fp.3.Luci_04G09.ctg.ctg7180000133410 fp.2.Luci_02H12.ctg.ctg7180000020126
fp.3.Luci_23E05.ctg.ctg7180000076515 fp.2.Luci_02H12.ctg.ctg7180000020299
fp.3.Luci_05C03.ctg.ctg7180000095207 fp.2.Luci_02H12.ctg.ctg7180000020486
fp.3.Luci_03D04.ctg.jtg7180000055846f_7180000057983r_7180000066647f fp.2.Luci_02H12.ctg.ctg7180000019952
fp.3.Luci_20H11.ctg.ctg7180000260973 fp.2.Luci_02H12.ctg.ctg7180000019925
fp.3.Luci_61K02.ctg.ctg7180000875991 fp.2.Luci_02H12.ctg.ctg7180000020138
fp.3.Luci_03A11.ctg.ctg7180000092920 fp.2.Luci_02H12.ctg.ctg7180000020288
fp.3.Luci_05C07.ctg.ctg7180000022058 fp.2.Luci_02H12.ctg.ctg7180000020126
fp.3.Luci_05H02.ctg.ctg7180000063713 fp.2.Luci_02H12.ctg.ctg7180000019952
fp.3.Luci_12H02.ctg.jtg7180000118089f_7180000112326f fp.2.Luci_02H12.ctg.ctg7180000020288
fp.3.Luci_19D10.ctg.jtg7180000186140f_7180000185713f fp.2.Luci_02H12.ctg.ctg7180000020299
fp.3.Luci_12C07.ctg.ctg7180000111867 fp.2.Luci_02H12.ctg.ctg7180000019730
fp.3.Luci_04E12.ctg.jtg7180000024632r_7180000031819f fp.2.Luci_02H12.ctg.ctg7180000019852
fp.3.Luci_52A10.ctg.jtg7180000952499f_7180000970555f fp.2.Luci_02H12.ctg.ctg7180000019952
fp.3.Luci_01F02.ctg.ctg7180000080542 fp.2.Luci_02H12.ctg.ctg7180000019668
fp.3.Luci_99A25.ctg.ctg7180002001882 fp.2.Luci_02H12.ctg.ctg7180000019685
fp.3.Luci_11G09.ctg.ctg7180000079918 fp.2.Luci_02H12.ctg.ctg7180000019628
fp.3.Luci_17H04.ctg.ctg7180000101192 fp.2.Luci_02H12.ctg.ctg7180000019936
fp.3.Luci_02G04.ctg.ctg7180000060532 fp.2.Luci_02H12.ctg.ctg7180000019668
fp.3.Luci_05E02.ctg.ctg7180000043456 fp.2.Luci_02H12.ctg.ctg7180000019804
fp.3.Luci_52A08.ctg.ctg7180000269250 fp.2.Luci_02H12.ctg.ctg7180000020486
fp.3.Luci_23B11.ctg.jtg7180000183077f_7180000183078f_7180000151457r_7180000146498r_7180000178548r_7180000183079f fp.2.Luci_02H12.ctg.ctg7180000020356
fp.3.Luci_05C07.ctg.ctg7180000023336 fp.2.Luci_02H12.ctg.ctg7180000019952
fp.3.Luci_03A01.ctg.ctg7180000032490 fp.2.Luci_02H12.ctg.ctg7180000020486
fp.3.Luci_52A11.ctg.jtg7180001257728f_7180001257729f_7180001257730f_7180001257731f_7180001230504f fp.2.Luci_02H12.ctg.ctg7180000019685
fp.3.Luci_01C09.ctg.ctg7180000299935 fp.2.Luci_02H12.ctg.ctg7180000019891
fp.3.Luci_23B12.ctg.ctg7180000083467 fp.2.Luci_02H12.ctg.ctg7180000020031
fp.3.Luci_02F08.ctg.ctg7180000036388 fp.2.Luci_02H12.ctg.ctg7180000019968
fp.2.Luci_18G04.ctg.jtg7180000191246f_7180000191247f fp.2.Luci_02H12.ctg.ctg7180000019804
fp.3.Luci_02E06.ctg.ctg7180000047405 fp.2.Luci_02H12.ctg.ctg7180000020141
fp.3.Luci_16A06.ctg.ctg7180000376481 fp.2.Luci_02H12.ctg.ctg7180000020486
fp.3.Luci_20A08.ctg.ctg7180000211185 fp.2.Luci_02H12.ctg.ctg7180000019682
fp.3.Luci_52E03.ctg.ctg7180001323938 fp.2.Luci_02H12.ctg.ctg7180000020288
fp.3.Luci_21H06.ctg.jtg7180000187346f_7180000219889f_7180000189001f_7180000217298f fp.2.Luci_02H12.ctg.ctg7180000020288
fp.3.Luci_01F01.ctg.ctg7180000050741 fp.2.Luci_02H12.ctg.ctg7180000019936
fp.3.Luci_18C02.ctg.ctg7180000212264 fp.2.Luci_02H12.ctg.ctg7180000020299
fp.3.Luci_05H03.ctg.ctg7180000115164 fp.2.Luci_02H12.ctg.ctg7180000019799
fp.3.Luci_52H09.ctg.ctg7180000532549 fp.2.Luci_02H12.ctg.ctg7180000020486
fp.3.Luci_04E08.ctg.ctg7180000042752 fp.2.Luci_02H12.ctg.ctg7180000019686
fp.3.Luci_03A11.ctg.ctg7180000098184 fp.2.Luci_02H12.ctg.ctg7180000019743
fp.3.Luci_03C11.ctg.ctg7180000057528 fp.2.Luci_02H12.ctg.ctg7180000019730
fp.3.Luci_52F12.ctg.ctg7180000713750 fp.2.Luci_02H12.ctg.ctg7180000019804
fp.3.Luci_17E06.ctg.ctg7180000111092 fp.2.Luci_02H12.ctg.ctg7180000019936
fp.3.Luci_61K07.ctg.ctg7180000652033 fp.2.Luci_02H12.ctg.ctg7180000020383
fp.3.Luci_04B01.ctg.ctg7180000125263 fp.2.Luci_02H12.ctg.ctg7180000020031
fp.3.Luci_16G10.ctg.ctg7180000336919 fp.2.Luci_02H12.ctg.ctg7180000020288
fp.3.Luci_05C09.ctg.jtg7180000103021f_7180000103022f_7180000063083r_7180000103023f fp.2.Luci_02H12.ctg.ctg7180000019685
fp.3.Luci_03F04.ctg.jtg7180000055725f_7180000052894f fp.2.Luci_02H12.ctg.ctg7180000020113
fp.3.Luci_04F02.ctg.jtg7180000203895f_7180000265681f_7180000206383f fp.2.Luci_02H12.ctg.ctg7180000019668
fp.3.Luci_02H04.ctg.ctg7180000043932 fp.2.Luci_02H12.ctg.ctg7180000020356
fp.3.Luci_01E12.ctg.ctg7180000053009 fp.2.Luci_02H12.ctg.ctg7180000019668
fp.3.Luci_02E12.ctg.ctg7180000031429 fp.2.Luci_02H12.ctg.ctg7180000019952
fp.3.Luci_03E11.ctg.ctg7180000020122 fp.2.Luci_02H12.ctg.ctg7180000019968
fp.3.Luci_05F07.ctg.ctg7180000061893 fp.2.Luci_02H12.ctg.ctg7180000020486
fp.3.Luci_81B04.ctg.ctg7180000132408 fp.2.Luci_02H12.ctg.ctg7180000020288
fp.3.Luci_05G08.ctg.ctg7180000081797 fp.2.Luci_02H12.ctg.ctg7180000020495
fp.3.Luci_03E09.ctg.ctg7180000031083 fp.2.Luci_02H12.ctg.ctg7180000019804
fp.3.Luci_09B10.ctg.ctg7180000123381 fp.2.Luci_02H12.ctg.ctg7180000019936
fp.3.Luci_18A06.ctg.ctg7180000167283 fp.2.Luci_02H12.ctg.ctg7180000020495
fp.3.Luci_01D09.ctg.ctg7180000047954 fp.2.Luci_02H12.ctg.ctg7180000020495
fp.2.Luci_18G12.ctg.ctg7180000206304 fp.2.Luci_02H12.ctg.ctg7180000019952
fp.3.Luci_01F09.ctg.ctg7180000041909 fp.2.Luci_02H12.ctg.ctg7180000019668
fp.3.Luci_01F08.ctg.ctg7180000124444 fp.2.Luci_02H12.ctg.ctg7180000019685
fp.3.Luci_11E12.ctg.ctg7180000209572 fp.2.Luci_02H12.ctg.ctg7180000020577
fp.3.Luci_16A05.ctg.ctg7180000257092 fp.2.Luci_02H12.ctg.ctg7180000019925
fp.3.Luci_51A04.ctg.ctg7180000371029 fp.2.Luci_02H12.ctg.ctg7180000019804
fp.3.Luci_03F11.ctg.ctg7180000051598 fp.2.Luci_02H12.ctg.ctg7180000019925
fp.3.Luci_81C08.ctg.ctg7180000288131 fp.2.Luci_02H12.ctg.ctg7180000020031
fp.3.Luci_05G02.ctg.jtg7180000085635f_7180000085636f fp.2.Luci_02H12.ctg.ctg7180000019685
fp.3.Luci_04H04.ctg.ctg7180000194180 fp.2.Luci_02H12.ctg.ctg7180000019799
